Year,Netflix,Amazon Prime,Disney+,Hulu
2018,76,,,
2017,76,,,
2009,76,,,76
2016,76,,,
2017,76,,,
2008,76,,,
2019,76,,,
2016,76,,,
2018,76,,,
1988,76,,,
2018,76,,,
2016,76,,,
2017,76,,,
1999,76,,,
2003,76,,,
2016,76,,,
2004,76,,,
2019,76,,,
2019,76,,,
2007,76,,,
2019,76,,,
2017,76,,,
2017,76,,,
2015,76,,,
2018,76,,76,
2016,76,,,
2013,76,,,
2006,76,,,
2009,76,,,
2009,76,,,
1976,76,,,
2008,76,,,
2016,76,,,
2011,75,,,
2019,75,,,
2020,75,,,
2019,75,,,
2016,75,,,
1964,75,,,
2019,75,,,
2018,75,,,
2021,75,,,
2001,75,,,
2015,75,,,
2016,75,,,
2018,75,,,
2016,75,,,
2014,75,,,
2018,75,,,
2013,75,,,
2017,75,,,
1997,75,,,
2017,75,,,
1998,75,,,
2019,75,,,
2015,75,,,
2004,75,,,
2019,75,,,
2018,75,,,
2021,75,,,
2012,75,,,
2017,75,,,
2016,75,,,
2015,75,,,
2010,75,75,,
2012,75,,,
2017,75,,,
2021,75,,,
2008,75,,,
2018,75,,,
2017,75,,,
2009,75,,,75
2012,74,,,74
2013,74,,,
2018,74,,,
2018,74,,,
2021,74,,,
2013,74,,,
2017,74,,,
2009,74,,,
2015,74,74,,
2008,74,74,,74
2018,74,,,
2008,74,,,
2010,74,,,
2009,74,,,
2009,74,,,
2008,74,,,
2011,74,74,,
2017,74,,,
2017,74,,,
2012,74,,,
2019,74,,,
2018,74,,,
2020,74,,,
2015,74,,,
2018,74,,,
2020,74,,,
2016,74,,,
2017,74,,,
2016,74,,,
2020,74,,,
2019,74,,,
2010,74,,,
2019,74,,,
2010,74,,,
2018,74,,,
2011,74,,,
2002,74,,,
2018,73,,,
2016,73,,,
2020,73,,,
2001,73,,,
1999,73,73,,
2019,73,,,
2015,73,,,
2012,73,,,
2001,73,,,
2021,73,,,
2017,73,,,
2019,73,,,
2020,73,,,
2015,73,,,
2018,73,,,
2020,73,,,
2019,73,,,
2007,73,,,73
2019,73,,,
2017,73,,,
2017,73,,,
2021,73,,,
2020,73,,,
2018,73,,,
2009,73,,,
2008,73,73,,
2015,73,,,
2019,73,,,
2012,73,,,
2020,73,,,
2021,73,,,
2016,73,,,
2021,73,,,
2017,73,,,
2017,73,,,73
2016,73,,,
2016,73,,,
2013,73,,,
2005,73,,,
2002,73,,,
2015,73,,,
2018,73,,,
2019,73,,,
2016,73,,,
2013,73,,,
2019,73,73,,
2006,73,,,
2000,72,,,
2014,72,,,
2017,72,,,
2008,72,,,
2014,72,,,
2010,72,72,,
2017,72,,,
2017,72,,,
2004,72,72,,
2017,72,,,
2007,72,72,,
2016,72,,,
2018,72,,,
2012,72,,,72
2017,72,,,
2018,72,,,
2006,72,,,
2002,72,,,
2004,72,,,
2019,72,,,
2019,72,,,
2014,72,,,
2010,72,,,
2017,72,,,
2013,72,,,
1998,72,,,
2014,72,,,
2016,72,,,
2008,72,,,
2013,72,,,
2013,72,,,
2017,72,,,
2018,72,,,
2013,72,,,
2013,72,,,
2009,72,,,
2013,72,,,
2015,72,,,
2019,72,,,
2016,72,,,
2021,72,,,
2006,72,,,
2019,72,,,
2008,72,,,
2020,72,,,
2017,72,72,,
2020,72,,,
2015,72,,,
2018,72,,,
1993,72,,,
2010,72,,,
2017,72,,,
2020,71,,,
2004,71,,,
2007,71,71,,
2012,71,,,
2017,71,,,
2018,71,,,
1997,71,,,
2007,71,,,
2015,71,,,
2017,71,,,
2017,71,,,
2019,71,,,
2014,71,,,
2013,71,,,
2018,71,71,,
2019,71,,,
2012,71,,,
2015,71,,,
2016,71,,,
2010,71,,,71
2006,71,,,
2019,71,,,
2018,71,,,
2011,71,,,
2017,71,,,
2018,71,,,
2017,71,,,
2018,71,,,
2019,71,,,
2019,71,,,
2019,71,,,
2020,71,,,
2019,71,,,
2019,71,,,
2017,71,,,71
2020,71,,,
2014,71,,,
2015,71,,,
2006,71,,,
2020,71,,,
2016,71,,,
1954,71,,,
2020,71,,,
2018,70,,,
2019,70,,,
2019,70,,,
2020,70,,,
2010,70,70,,
2019,70,,,
2017,70,70,,
2017,70,,,
1979,70,,,
2008,70,,,
2021,70,,,
2005,70,,,
2019,70,,,
2014,70,,,
2019,70,,,
2018,70,,,
1999,70,,,
2020,70,,,
2012,70,,,
2016,70,,,
2020,70,,,
2009,70,,,
1982,70,,,
2013,70,,,
1986,70,,,
2019,70,,,
1992,70,,,
2017,70,,,
2013,70,,,
2020,70,,,
2011,70,,,
2018,70,70,,
2017,70,,,
2016,70,,,
2008,70,,,
2020,70,,,
2018,70,,,
2013,70,70,,
1994,70,,,
2005,70,70,,
2016,70,,,
2017,70,,,
2019,70,,,
2014,70,70,,
2017,70,,,
2018,70,,,
2018,70,,,70
2019,70,,,
1999,70,,,
2016,70,,,
2004,70,,,
2016,70,,,
2014,70,,,
2010,70,,,
2016,70,,,
2004,70,,,
2008,70,,,
2012,69,,,
2018,69,,,
2005,69,,,
2019,69,,,
2001,69,69,,
2018,69,,,
2020,69,,,
2015,69,,,
2013,69,,,
2021,69,,,
2011,69,,,
2018,69,,,
2009,69,69,,
2021,69,,,
2007,69,,,
2020,69,,,
2018,69,,,
2011,69,,,
2017,69,,,
2017,69,,,
2018,69,,,
2016,69,,,
2018,69,,,
2018,69,,,
2014,69,,,
2017,69,,,
2021,69,,,
2018,69,,,
2016,69,69,,
1995,69,,,
2014,69,69,,
2020,69,,,
2018,69,,,
2019,69,,,
2018,69,,,
2015,69,,,
2018,69,,,
2017,69,,,
2017,69,,,
2014,69,,,
2018,69,,,
2020,69,,,
2017,69,,,
2017,69,,,
2019,69,,,
2006,69,,,
2021,69,,,
2011,69,,,
2018,68,,,
2010,68,68,,
2010,68,,,
2016,68,68,,
2016,68,,,
2019,68,,,
2006,68,,,
2009,68,,,
2009,68,,,
2020,68,,,
2012,68,,,68
2020,68,,,
2018,68,,,
1987,68,,,
2013,68,,,
2017,68,,,
2016,68,,,
2018,68,,,
2019,68,,,
2017,68,,,
2017,68,,,
2020,68,,,
2010,68,,,
2015,68,68,,
2019,68,,,
2018,68,,,
2004,68,,,
2020,68,,,
2007,68,68,,
2018,68,,,
2015,68,,,
2018,68,,,
2020,68,,,
1988,68,,,68
2009,68,,,
2020,68,,,
2020,68,,,
2019,68,,,
2017,68,,,
2016,68,,,
2018,68,,,
1990,68,,,
2018,67,,,
2018,67,,,
2011,67,67,,
2004,67,,,
2021,67,,,
2014,67,,,
2012,67,,,
2020,67,,,
1984,67,,,
2017,67,,,
1982,67,,,
2021,67,,,
2018,67,,,
2021,67,,,
2014,67,,,
2021,67,,,
2020,67,,,
2021,67,,,
2018,67,,,
2013,67,,,
2017,67,,,
2020,67,,,
2018,67,67,,67
2009,67,,,
2016,67,,,
2016,67,,,
2018,67,,,
2014,67,,,
2021,67,,,
2020,67,,,
2016,67,,,
2018,67,,,
1990,67,,,
2006,67,67,,
2012,67,,,
2018,67,,,
2014,67,,,
2012,67,,,
2019,67,,,
2021,67,,,
2012,67,,,
2008,67,,,
2013,67,,,
2014,67,,,
2014,67,,,
2021,67,,,
1994,67,,,
2020,67,,,
2021,67,,,
2015,67,,,
2018,67,,,
2019,67,,,
2017,67,,,
2020,67,,,
2019,67,,,
2012,67,,,
2019,67,,,
2015,67,,,
2005,67,,,
2020,67,,,
2019,67,,,
2021,67,,,
2017,67,,,
2017,67,,,
2010,67,,,
2017,67,,,
1998,67,,,
2011,67,,,
2014,67,,67,
2017,67,,,
2013,66,,,
2017,66,,,
2013,66,,,
1998,66,,,
2017,66,,,
2016,66,,,
2016,66,,,
2001,66,,,
2021,66,,,
2019,66,,,
2014,66,,,
2018,66,,,66
2018,66,,,
2016,66,,,
2004,66,,,
2017,66,,,
2015,66,,,
2016,66,,,
2018,66,,,
2021,66,,,
2021,66,,,
2018,66,,,
2020,66,,,
2012,66,,,
2019,66,,,
2019,66,,,
2012,66,,,
2021,66,,,
2007,66,,,
1997,66,,,
2008,66,,,
2020,66,,,
2013,66,,,
2020,66,,,
2021,66,,,
2018,66,,,
2019,66,,,
2016,66,,,
2019,66,,,
2018,66,,,
2008,66,,,
2018,66,,,
2018,66,,,
2003,66,,,
1990,66,,,
2010,66,,,
2016,66,,,
2018,66,,,
2020,66,,,
2011,66,66,,
2014,66,,,
2019,66,,,
2014,66,,,
2013,66,,,
2015,66,,,
2019,65,,,
2010,65,,,
2018,65,,,
2018,65,,,
2017,65,,,
1989,65,,,
2021,65,,,
2013,65,,,
1998,65,,,
2016,65,,,65
2017,65,,,
2019,65,,,
2017,65,,,
2016,65,,,
2017,65,,,
2018,65,,,
2019,65,,,
2018,65,,,
1995,65,,,
2020,65,,,
2007,65,,,
2013,65,,,
2016,65,,,
2016,65,,,
2017,65,,,
2017,65,,,
2018,65,,,
2019,65,65,,
2020,65,,,
2018,65,,,
2006,65,,,
2015,65,,,
1993,65,,,
2017,65,,,
2010,65,,,
2019,65,,,
2013,65,,,
2021,65,,,
2018,65,,,
2020,65,,,
2018,65,,,
2021,65,,,
2021,65,,,
2019,65,,,
1980,65,65,,
2017,65,,,
2012,65,,,
2020,65,,,
2017,65,,,
2015,65,,,
2004,65,,,
2019,65,,,
2009,65,65,,65
2018,65,,,
2002,65,65,,
1998,65,,,
2021,65,,,
2016,65,,,
2019,65,,,
2021,65,,,
2004,65,65,,
2016,65,,,
2015,64,,,
2020,64,,,
2019,64,,,
1998,64,,,
2015,64,,,
2014,64,,,
2017,64,,,
2018,64,,,
2009,64,,,
2019,64,,,
2018,64,,,
1992,64,,,
2020,64,,,
2015,64,,,
2011,64,,,
2018,64,,,
2018,64,,,
2016,64,,,
2017,64,,,
2018,64,,,
2016,64,,,
1998,64,,,
2007,64,,,
2018,64,,,
2011,64,,,
2018,64,,,
2020,64,,,
2013,64,,,
2018,64,,,
2005,64,,,
2019,64,,,
1996,64,,,
2018,64,,,
2018,64,,,
2020,64,,,
2019,64,,,
2004,64,,,
2016,64,,,
1997,64,,,
2001,64,,,
2019,64,,,
2020,64,,,
2008,64,,,
2020,64,,,
2014,64,,,
2018,64,,,
2021,64,,,
2016,64,,,
2017,64,,,
2017,64,,,
2020,64,,,
2020,64,,,
2016,64,,,
2018,64,,,
2017,64,,,
2018,64,,,
2018,64,,,
2003,64,,,
2009,64,,,
2019,64,,,
2013,64,,,
2011,64,,,
2008,64,64,,
2019,64,,,
2019,64,,,
2016,64,,,
1995,64,64,,
2015,64,,,
2016,64,,,
2016,64,,,
2021,64,,,
2017,64,64,,
2018,64,,,
2009,64,,,
2011,64,,,
2019,64,,,
2019,64,,,
1979,64,,,
2007,63,,,
2009,63,,,
2010,63,,,
2020,63,,,
2011,63,,,
2014,63,,,
1998,63,,,
2020,63,,,
2014,63,,,
1997,63,,,
2016,63,,,
2014,63,,,
2019,63,,,
2017,63,,,
2018,63,,,
2017,63,,,
2019,63,,,
2015,63,,,
2018,63,,,
2017,63,,,
2009,63,,,
2017,63,,,
2008,63,,,
2012,63,,,
2015,63,,,
2005,63,63,,
2011,63,,,
2016,63,,,
2019,63,,,
2018,63,,,
1998,63,,,
2018,63,,,
2001,63,,,
2014,63,,,
2009,63,,,
1992,63,,,
2018,63,,,
2020,63,,,
2013,63,,,
2008,63,,,
2018,63,,,
2018,63,,,
2017,63,,,
1991,63,,,
2000,63,,,
2008,63,,,
2015,63,,,
2011,63,,,
2018,63,,,
2021,63,,,
2021,63,,,
2019,63,,,
2020,63,,,
2011,63,,,
2021,63,63,,
2020,63,,,
2021,63,,,
2013,63,,,
2019,63,,,
2019,63,,,
2017,63,,,
2018,63,,,
2016,63,,,
2017,63,,,
2018,63,,,63
2014,63,,,
2019,63,,,
2011,63,,,
2016,63,,,
2016,63,,,
2013,63,,,
2019,63,,,
2019,63,,,
2021,63,,,
2018,63,,,
2016,63,,,
2015,63,,,
1997,63,,,
2010,63,,,
2019,63,,,
1989,63,,,63
2015,63,,,
2012,62,,,
2020,62,,,
2021,62,,,
2016,62,,,
2019,62,,,
1993,62,,,
2009,62,,,
2019,62,,,
2012,62,,,
2020,62,,,
2009,62,,,
2020,62,,,
2018,62,,,
2000,62,,,
2020,62,,,
2017,62,,,
2017,62,,,
2020,62,,,
2019,62,,,
2021,62,,,
2017,62,,,
2017,62,,,
2020,62,,,
2020,62,,,
2017,62,,,
2019,62,,,
2018,62,,,
2017,62,,,
1999,62,,,
2011,62,,,
2019,62,,,
2016,62,,,
2017,62,,,
2013,62,,,
2020,62,,,
2004,62,,,
2017,62,,,
2017,62,,,
2018,62,,,
2017,62,,,
2021,62,,,
2020,62,,,
2010,62,,,
2006,62,,,
2015,62,,,
2019,62,,,
2018,62,,,
2018,62,,,
2019,62,,,
2017,62,,,
2019,62,,,
2020,62,,,
2020,62,,,
2009,62,,,
2020,62,,,
2001,62,,,
2013,62,,,
2014,62,,,
2017,62,,,
2015,62,,,
2017,62,,,
2021,62,,,
2020,62,,,
2016,62,,,
2019,62,,,
2018,62,,,
2021,61,,,
1958,61,,,
1979,61,,,
2015,61,,,
2019,61,,,
2016,61,,,
2019,61,,,
2019,61,,,
2006,61,61,,
2005,61,,,
2018,61,,,
2013,61,,,
2019,61,,,
2020,61,,,
2019,61,,,
2017,61,,,
2018,61,,,
2020,61,,,
2018,61,,,
2019,61,,,
2004,61,,,
2018,61,,,
2020,61,,,
2018,61,61,,
2014,61,,,
2006,61,,,
2020,61,,,
2017,61,,,
2021,61,,,
2020,61,,,
2014,61,,,
2017,61,,,
2019,61,,,
2010,61,,,
2021,61,,,
2018,61,,,
2012,61,,,
2017,61,,,
2020,61,,,
2016,61,,,
2020,61,,,
2006,61,61,,
2010,61,,,
2021,61,,,
2010,61,,,
2009,61,,,
2019,61,,,
2018,61,,,
1989,61,,,
2016,61,,,
2016,61,,,
2017,61,,,
2006,61,,,
2017,61,,,
2002,61,,,
2018,61,,,
2019,61,,,
2020,61,,,
2021,61,61,,
2009,61,,,
2014,61,,,
2016,61,,,
2005,61,,,
2013,61,,,
1996,61,,,61
2016,61,,,
2018,61,,,
2020,61,,,
2021,61,,,
2020,61,,,
2019,61,,,
2020,61,,,
2021,61,,,
2018,61,,,
2014,60,,,
2021,60,,,
2012,60,,,
2021,60,,,
2010,60,,,
2017,60,,,
2018,60,,,
2012,60,,,
2018,60,,,
2021,60,,,
2018,60,,,
2018,60,,,
2013,60,,,
2014,60,,,
2015,60,,,
2020,60,,,
2016,60,,,
2008,60,,,
2015,60,,,
2016,60,,,
2020,60,,,
2019,60,,,
2019,60,,,
2014,60,,,
2019,60,,,
2020,60,,,
2006,60,,,
2019,60,,,
2020,60,,,
2018,60,,,
2016,60,,,
2016,60,,,
2020,60,,,
2012,60,,,
2020,60,,,
2018,60,,,
2008,60,,,
2018,60,,,
2016,60,,,
2020,60,,,
2017,60,,,
2020,60,,,
2019,60,,,
2015,60,,,
2007,60,,,
2020,60,,,
2005,60,,,
2019,60,,,
2019,60,,,
2018,60,,,
2012,60,,,
2014,60,,,
2018,60,,,
2019,60,,,
2014,60,,,
2018,60,,,
2009,60,,,
2013,60,,,
2006,60,,,
2021,60,,,
2019,60,,,
2021,60,,,
2008,60,,,
2019,60,,,
2020,60,,,
2011,60,,,
2013,60,,,
2017,60,,,
2015,60,,,
2020,60,,,
2017,60,,,
2020,60,,,
2018,60,,,
2020,60,,,
2003,60,,,
2018,60,,,
2016,60,,,
2021,60,,,
2018,60,,,
2001,60,,,
2011,60,,,
2018,60,,,
2021,60,,,
2020,60,,,
2002,60,60,,
2019,60,,,
1994,60,,,
2018,60,,,
2020,60,,,
2017,60,,,
2017,60,,,
2019,60,,,
2015,60,,,
2016,60,,,
2018,60,,,
2012,60,,,
2019,60,,,
2020,59,,,
2006,59,,,
2019,59,,,
2018,59,,,
2017,59,,,
2017,59,,,
2016,59,,,
2018,59,,,
2018,59,,,
2017,59,,,
2020,59,,,
2017,59,,,
2018,59,59,,
2016,59,,,
2011,59,,,
1989,59,,,
2017,59,,,
2007,59,,,
2018,59,,,
1994,59,,,
2012,59,,,
2017,59,,,
2010,59,,,
2015,59,,,
2016,59,59,,
2021,59,,,
2020,59,,,
2021,59,,,
2014,59,,,
2016,59,,,
2016,59,,,
2009,59,,,
2019,59,,,
2016,59,,,
2020,59,,,
2019,59,,,
2018,59,,,
2010,59,,,
2020,59,,,
1994,59,,,
2020,59,,,
2019,59,,,
2020,59,,,
2014,59,,,
2006,59,,,
2017,59,,,
2015,59,,,
2020,59,,,
2016,59,,,
2014,59,59,,
2020,59,,,
2015,59,,,
2020,59,,,
2020,59,,,
2018,59,,,
2017,59,,,
2019,59,,,
2017,59,,,
2015,59,,,
2015,59,,,
2017,59,,,
2019,59,,,
2003,59,,,
1998,59,,,
2017,59,,,
2020,59,,,
2017,59,,,
2017,59,,,
2018,59,,,
2019,59,,,
2017,59,,,
2017,59,,,
2017,59,,,
2020,59,,,
2015,59,,,
2007,59,,,
2018,59,,,
2011,59,,,
2019,59,,,
2018,59,,,
2018,59,,,
2013,59,,,
2019,59,,,
2001,59,,,
2015,59,,,
2015,59,,,
2019,59,,,59
2021,59,,,
2014,59,,,
2021,59,,,
2021,59,,,
2004,59,,,
2021,59,,,
2011,59,,,
2006,59,,,
2019,59,,,
2014,59,,,
2013,59,,,
2012,59,,,59
2002,59,59,,
2019,59,,,
1992,59,,,
2014,59,59,59,59
2017,59,,,
2016,59,,,
2018,58,,,
2003,58,,,
2018,58,,,
2019,58,,,
2010,58,58,,
2018,58,,,
2017,58,,,
2018,58,,,
2005,58,,,
1981,58,,,
2011,58,58,,
2017,58,,,
2020,58,,,
2021,58,,,
2020,58,,,
2015,58,,,
2017,58,,,
2019,58,,,
2018,58,,,
2008,58,,,
2017,58,,,
2014,58,,,
2020,58,,,
2017,58,,,
2021,58,,,
2018,58,,,
1982,58,,,
2021,58,,,
2008,58,,,
2021,58,,,
2006,58,,,
2017,58,,,
2018,58,,,
2019,58,,,
2015,58,,,
2016,58,,,
2015,58,,,
2021,58,,,
2018,58,,,
2018,58,,,
2002,58,,,
2019,58,,,
2015,58,,,
2009,58,,,
2019,58,,,
2019,58,,,
2017,58,58,,
2012,58,58,,
2020,58,,,
2021,58,,,
2021,58,,,
2001,58,,,
2014,58,,,
2018,58,,,
2016,58,,,
2016,58,,,
2018,58,,,
2017,58,,,
2018,58,,,
2017,58,,,
2002,58,,,
2011,58,,,
2011,58,,,
2021,58,,,
2018,58,,,
2011,58,,,
2004,58,,,
2001,58,,,
2018,58,,,
2010,58,,,
2017,58,,,
2014,58,,,
2019,58,,,
1980,58,,,
2017,58,,,
2021,58,,,
2017,58,,,
2020,58,,,
2020,58,,,
2020,58,,,
2021,58,,,
2016,58,58,,
2016,58,,,
2019,58,,,
2017,58,,,
2019,58,,,
2014,57,,,
2016,57,,,
2020,57,,,
2020,57,,,
2017,57,,,
1977,57,,,
2020,57,,,
2017,57,,,
2021,57,,,
2014,57,,,
2011,57,57,,
2020,57,,,
2018,57,,,
2010,57,,,
2020,57,,,
2020,57,,,
2004,57,,,
2019,57,,,
1983,57,,,
1970,57,,,
2019,57,,,
2018,57,,,
2020,57,,,
2010,57,,,
2017,57,,,
2018,57,,,
2015,57,,,
2021,57,,,
2020,57,,,
2017,57,,,
2016,57,,,
2017,57,,,
2005,57,,,
2016,57,,,
2010,57,,,
2011,57,,,
2013,57,,,
2014,57,,,
2019,57,,,
2019,57,,,
2021,57,,,
2018,57,,,
2020,57,,,
1988,57,,,
2019,57,,,
2019,57,,,
2015,57,57,,57
2018,57,,,
2019,57,,,
2018,57,,,
2020,57,,,
2007,57,,,
2018,57,,,
2001,57,,,
2018,57,,,
2016,57,,,
2014,57,,,
2020,57,,,
2016,57,,,
2018,57,,,
2020,57,,,
2013,57,,,
1997,57,57,,
2018,57,,,
2018,57,,,
2008,57,,,
2016,57,,,
2011,57,,,
2017,57,,,
2020,57,,,
2020,57,,,
2020,57,,,
2019,57,,,
2020,57,,,
2018,57,,,
2009,57,,,
2015,57,,,
2018,57,,,
2000,57,57,,
2020,57,,,
2016,57,,,
2019,57,,,
2020,57,,,
2020,57,,,
2017,57,,,
2012,57,,,
2020,57,,,
2021,57,,,
2020,57,,,
1989,57,,,
2009,57,57,,
2020,57,,,
2020,57,,,
2009,57,,,
2017,57,,,
2021,57,,,
2017,57,,,
2014,57,,,
2019,57,,,
2017,57,57,,
2019,57,,,
2021,57,,,
2017,57,,,
2019,57,,,
2019,56,,,
2016,56,,,
2019,56,,,
2017,56,,,
2008,56,56,,
2019,56,,,
2016,56,,,
2018,56,,,
2018,56,,,
2016,56,,,
2016,56,,,
2020,56,,,
2020,56,,,
2020,56,,,
2011,56,,,
2019,56,,,
2016,56,,,
2017,56,,,
2012,56,,,
2010,56,,,
2016,56,,,
2014,56,,,
2020,56,,,
2007,56,,,
1994,56,,,
2021,56,,,
2020,56,,,
2018,56,,,
2016,56,,,
2018,56,,,
2019,56,,,
2020,56,,,
2020,56,,,
2020,56,,,
2018,56,,,
2006,56,,,
2008,56,,,
2017,56,,,
2010,56,,,
1982,56,,,
2020,56,,,
2021,56,,,
2017,56,,,
2021,56,,,
2018,56,,,
2017,56,,,
2011,56,,,
2019,56,,,
2021,56,,,
2011,56,,,
2010,56,,,
2021,56,,,
2017,56,,,
2020,56,,,
2009,56,,,
2017,56,,,
2018,56,,,
2018,56,,,
2017,56,,,
2017,56,,,
2008,56,,,
2018,56,,,
2015,56,,,
2020,56,,,
2014,56,,,
2021,56,,,
2021,56,,,
2020,56,,,
2014,56,,,
2000,56,,,
2014,56,,,
2020,56,,,
2010,56,,,
2019,56,,,
2018,56,,,
2018,56,,,
2015,56,,,
2020,56,,,
2015,56,,,
1981,56,,,
2019,56,,,
2018,56,,,
2015,56,,,
2021,56,,,
2019,56,,,
2009,56,,,
2019,56,,,
2005,56,,,
2020,56,,,
2007,56,,,
2017,56,,,
2017,56,,,
2012,56,,,
2016,56,,,
2016,56,,,56
2020,56,,,
2021,56,,,
2015,56,,,
2018,56,,,
2020,56,,,
2021,56,,,
2021,56,,,
2021,56,,,
2020,56,,,
2018,56,,,
2018,56,,,
2018,56,,,
2021,56,,,
2019,56,,,
2020,56,,,
2016,56,,,
2014,56,,,
2019,56,,,
1990,55,,,
2008,55,55,,
2019,55,,,
2018,55,,,
2016,55,,,
2016,55,,,
2018,55,,,
2019,55,,,
2018,55,,,
2017,55,,,
2017,55,,,
1992,55,55,,
2016,55,,,
2021,55,,,
2017,55,,,
2018,55,,,
2016,55,,,
2018,55,,,
2017,55,,,
2019,55,,,
2016,55,,,
2006,55,,,
2009,55,,,
2019,55,,,
2013,55,,,
2015,55,,,
2019,55,,,
2021,55,,,
2018,55,,,
2018,55,,,
2019,55,,,
2018,55,,,
2016,55,,,
2017,55,,,
2020,55,,,
2016,55,,,
2017,55,,,
2012,55,,,
2020,55,,,55
2019,55,,,
2017,55,,,
2018,55,,,
2019,55,,,
2019,55,,,
2015,55,,,
2017,55,,,
2016,55,,,
2019,55,,,
2018,55,,,
2017,55,,,
2021,55,,,
2019,55,,,
2014,55,,,
2014,55,,,
2020,55,,,
2012,55,,,
2019,55,,,
2016,55,,,
2019,55,,,
2021,55,,,
2021,55,,,
2011,55,,,
2018,55,,,
2016,55,,,
2019,55,,,
2020,55,,,
2013,55,,,
2019,55,,,
2013,55,,,
2020,55,,,
2021,55,,,
2013,55,,,
2012,55,55,,
2017,55,,,
2015,55,,,
2017,55,55,,
2015,55,,,
2015,55,,,
1981,55,,,
2007,55,,,
2018,55,,,
2018,55,,,
2019,55,,,
2014,55,,,
2017,55,,,
2017,55,,,
2020,55,,,
2019,55,,,
2020,55,,,
2020,55,,,
2016,55,,,
2006,55,,,
2018,55,,,
2017,55,,,
